symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
PUMPUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.001929,0.001929,-0.000304,3089114,5983613.818,8.28,0.002034,0.001739,11975267.038,81.22,76.87,77.62,84.59,70.96,57.39,5664667.398,5.63
CUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.07406,0.07406,-0.000784,2790243,2066453.9658000001,-3.3099999999999996,0.07829,0.0736,11777154.5338,50.08,44.33,38.43,37.69,38.27,48.46,2069215.6632,-0.133
TACUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.01299,0.01299,0.000507,6555739,8513282.6654,22.939999999999998,0.013457,0.010277,11169197.0628,55.29,58.25,54.27,65.06,75.24,91.1,8575463.529199999,-0.725
TONUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,1.3027,1.3027,0.000246,22830625,29711775.374999996,-0.22,1.3158,1.2865,11162560.3706,38.98,52.07,54.93,50.6,43.31,45.78,29870003.491199996,-0.53
FARTCOINUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.2047,0.2047,0.000861,42624556,8729509.0688,1.79,0.2106,0.1954,11084063.0042,44.42,42.07,50.05,57.3,54.18,54.36,8658115.788800001,0.825
VELVETUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.1163,0.1163,0.000228,1460103,1694595.5418,-1.04,0.11905,0.1119,11029108.778,38.74,45.29,50.11,50.02,59.84,68.34,1642570.4862,3.167
HBARUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.08904,0.08904,0.000236,14240108,12690784.2496,-0.6799999999999999,0.08971,0.08815,10647986.0156,73.79,60.11,53.61,46.15,40.75,47.71,12605231.7232,0.679
SOONUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.1719,0.1719,0.001155,33400945,5739284.37935,2.16,0.17852,0.16451,10580580.33658,67.12,56.61,49.57,46.57,42.67,53.77,5756043.8184,-0.291
TAOUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,258.24,258.24,0.000125,8777399,22670266.137199998,4.44,260.4,246.2,10508883.928,47.14,56.57,58.94,66.38,64.18,48.82,23034681.137599997,-1.582
MOODENGUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.0579,0.0579,-0.000403,7489491,4339411.0854,-1.31,0.05898,0.05667,10375678.1774,43.96,45.91,49.55,50.67,49.48,57.4,4313806.2406,0.594
XAGUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,73.57,73.57,0.000315,41639460,30634150.722,-3.19,76.14,72.03,10270638.285,72.97,74.67,64.89,48.2,40.19,42.39,30664188.6173,-0.098
LDOUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.3874,0.3874,2.8e-05,92243315,3579963.05515,-5.4399999999999995,0.4162,0.3841,10127866.6311,64.54,53.5,49.09,43.15,47.45,53.99,3727924.4725099998,-3.969
TIAUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.3649,0.3649,6e-05,9410838,3429309.3672,3.2199999999999998,0.3769,0.3514,9930018.7274,51.39,50.17,49.33,57.09,54.44,55.4,3460347.1372,-0.897
INJUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,3.563,3.563,-0.000147,1742655,6210822.42,-0.8,3.66,3.474,9503597.134,49.62,46.33,50.33,47.98,50.58,62.81,6210070.416,0.012
BASUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.013645,0.013645,0.00016,8952881,1221083.43959,-2.88,0.016079,0.013203,9381392.9032,35.7,43.64,46.1,43.88,44.83,57.92,1230055.17379,-0.729
RAYUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.7426,0.7426,5.2e-05,3313076,2470229.4656,-0.8200000000000001,0.7847,0.7301,9276317.9822,56.83,46.52,43.59,50.05,55.14,66.25,2498449.68,-1.13
BNBUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,624.77,624.77,0.000135,4197849,26232778.1859,-0.24,627.54,619.06,9224782.0714,66.34,69.92,61.81,52.34,44.07,49.77,25991450.442099996,0.928
CHIPUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.06874,0.06874,-0.001774,1310591,9014244.898,-7.23,0.07932,0.0675,9205429.424,46.25,39.94,36.34,35.19,43.33,,8876210.316,1.555
LUNCUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,6.4628e-05,6.4628e-05,-0.000768,83411094,5380015.563,-4.33,7.2077e-05,6.0977e-05,8351328.399182,28.34,40.88,50.05,50.33,62.57,74.82,5398081.432499999,-0.335
SUIUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.9253,0.9253,-3.5e-05,82735153,76521743.0097,-1.0,0.9359,0.913,7696822.8328,55.54,57.39,55.45,48.98,44.23,47.31,76580769.2028,-0.077
AVNTUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.15557,0.15557,-0.000148,2457674,3821683.07,1.38,0.16164,0.15147,7333013.386,40.01,37.73,42.8,47.54,51.92,54.84,3843025.445,-0.555
GALAUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.0033,0.0033,-0.000247,1187839417,3926997.112602,0.36,0.003358,0.00325,7322359.076534,41.45,39.14,47.42,48.93,46.42,53.11,3770708.8917179997,4.145
OPGUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.29893,0.29893,0.000339,641840,1927830.624,9.83,0.30477,0.26825,7207136.4372,50.69,57.3,65.86,67.0,71.97,,1957911.678,-1.536
PAXGUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,4602.49,4602.49,6.9e-05,10890183,50120978.2392,-1.78,4691.6,4551.55,7033291.97836,80.85,74.14,63.64,44.9,37.47,40.9,50468220.11439999,-0.688
FLOKIUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,3.1884e-05,3.1884e-05,0.0004,1763108,5622375.101199999,-1.06,3.2548e-05,3.1561e-05,6833747.6956,45.82,42.86,44.6,45.42,44.83,54.95,5634512.054599999,-0.215
CAKEUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,1.5024,1.5024,-0.000124,2074724,3117687.7547999998,-0.25,1.5081,1.4762,6761525.4768,61.75,67.73,69.56,59.44,47.99,50.65,3109888.7418,0.251
ETHFIUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.4261,0.4261,-0.000221,3520121,1500979.5944,-1.79,0.4355,0.4195,6695769.2414,50.49,44.79,41.86,44.88,41.08,41.33,1423457.516,5.446
CATIUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.04675,0.04675,0.000745,9065679,425633.62905,1.05,0.04708,0.04556,6581864.96308,67.91,72.64,66.43,58.67,52.55,48.44,398102.05515,6.916
WLDUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.2512,0.2512,-0.000363,37301191,9362598.941,-0.98,0.2548,0.2482,6109685.0798,38.26,44.26,46.45,45.5,41.29,39.43,9105569.67,2.823
JASMYUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.005906,0.005906,-1e-05,45883116,2709856.83096,0.4,0.006013,0.005846,5660108.04636,44.7,44.41,42.87,48.77,54.58,61.33,2712874.38354,-0.111
PNUTUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.05517,0.05517,0.000204,132192424,7297021.8048,-0.6799999999999999,0.05744,0.0544,5561602.30348,56.49,51.45,49.01,51.95,54.09,56.36,7305836.2512,-0.121
CLUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,99.014,99.014,-0.000516,6651717,6592782.787380001,2.54,101.763,96.241,5506470.38376,39.66,33.48,36.51,53.09,61.57,55.35,6734912.26338,-2.11
HAEDALUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.03218,0.03218,0.000204,2143963,690784.8785999999,0.59,0.03415,0.03145,5321845.2138,45.17,43.72,43.09,41.28,41.71,52.25,690630.2226,0.022
LINKUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,9.246,9.246,8e-06,27581524,25501877.090400003,-0.63,9.329,9.147,5259386.7408,56.2,52.85,52.01,47.71,45.07,50.97,25489169.388,0.05
DAMUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.02583,0.02583,-0.00903,1444283,371614.0159,-55.7,0.06165,0.02494,5249781.5346,44.32,42.95,33.38,31.04,42.03,42.81,354500.9929,4.827
SUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.04588,0.04588,0.000342,51205654,2349315.40552,0.96,0.04814,0.04528,5238034.5552,36.73,37.47,34.94,44.43,49.87,55.88,2375422.2725199996,-1.099
SPXUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.3617,0.3617,-0.000147,23525307,8527923.7875,-4.05,0.38,0.3542,5071684.9556,53.57,48.66,52.68,41.6,42.77,54.94,8513485.775,0.17
JELLYJELLYUSDT,2026-04-29T00:08:01.591960+00:00,kucoin,0.053802,0.053802,0.000571,3158066,17011869.928799998,4.65,0.054341,0.050665,5069760.6808,68.15,79.83,79.43,64.51,71.09,62.8,17111999.7672,-0.585
BTCUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,77040.6,77040.6,-8.4e-05,27746108,2137576807.9848,0.32,77440.9,75670.0,391592783.5792,44.61,45.47,55.99,57.85,48.82,58.08,2197325722.3554,-2.719
ETHUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,2323.58,2323.58,2.8e-05,28473141,661596209.6478001,1.81,2342.78,2257.46,298407133.0926,41.66,46.34,58.82,64.93,52.66,54.14,652990157.2796,1.318
SOLUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,84.699,84.699,4e-05,37252058,315632962.2282,0.89,85.056,82.963,91647504.5222,47.82,49.92,58.06,60.36,46.89,48.56,316977297.9609,-0.424
PEPEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,3.9433e-06,3.9433e-06,2.4e-05,10668855,21900513.43896,2.26,3.9597e-06,3.811e-06,37254927.694816,56.63,68.24,67.13,63.06,57.59,59.41,21437855.982192002,2.158
HYPEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,40.598,40.598,-2.5e-05,16301029,66190328.2545,0.21,40.882,39.464,36787536.5176,46.19,50.33,57.1,53.78,44.62,49.77,66298820.75399999,-0.164
MUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,3.48853,3.48853,-0.00015,521795,18177876.774,-1.5599999999999998,4.05235,3.32964,34259490.4958,38.15,43.0,47.47,44.59,33.29,51.5,18062704.9908,0.638
DOGEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.10463,0.10463,3.7e-05,8838065,92516864.42,5.029999999999999,0.10547,0.09806,30522953.032,60.87,79.33,84.75,82.68,73.47,68.46,93101010.22399999,-0.627
ZECUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,335.95,335.95,-1.5e-05,16451926,55286697.32300001,-0.41000000000000003,340.59,330.56,30433699.8306,52.33,47.89,48.0,43.11,39.91,55.35,53665629.0885,3.021
HUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.18034,0.18034,0.000139,4327659,7815752.154,21.32,0.1852,0.14629,27539192.2356,58.97,64.82,60.9,67.0,68.58,72.64,8051368.332,-2.926
RAVEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.83813,0.83813,0.001293,3423471,28702038.5169,-3.17,0.91154,0.82101,25632640.943,55.07,48.57,44.2,39.24,38.3,45.06,28966659.5526,-0.914
XRPUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,1.39198,1.39198,2e-06,10012022,139393377.4972,0.05,1.3975,1.36765,25385010.4546,44.33,47.76,57.29,55.68,42.83,48.62,136267489.2678,2.294
PENGUUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.009978,0.009978,5e-05,137740000,13764358.200000001,-1.3599999999999999,0.010588,0.009755,24417751.69186,42.36,38.33,42.32,47.42,60.29,72.1,13706375.71617,0.423
FILUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.9413,0.9413,-5e-06,108234515,10189197.2421,2.29,0.9488,0.9066,24164688.91316,56.36,56.47,63.19,65.38,55.64,54.52,10181685.62322,0.074
GIGGLEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,34.57,34.57,-4.6e-05,7891357,2728042.1149000004,-0.6,35.54,33.68,22547232.8112,48.66,42.22,44.19,47.26,49.5,52.32,2696291.2983999997,1.178
ASTERUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.65634,0.65634,7.5e-05,49500061,32485900.03308,3.39,0.66643,0.62604,22539625.53094,20.21,37.34,46.92,62.17,52.07,45.26,32505478.834319998,-0.06
ADAUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.24938,0.24938,6.2e-05,17449977,43525477.6311,0.8200000000000001,0.2506,0.2443,22130569.174,44.87,52.77,59.69,63.45,51.97,49.22,43470004.399100006,0.128
AINUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.08888,0.08888,0.000952,2263143,2010123.6125999999,2.27,0.09047,0.08536,21386525.9226,42.98,53.77,52.75,52.05,67.41,64.03,2140991.0006,-6.112
VIRTUALUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.7061,0.7061,0.000302,4589046,3240784.2852000003,2.58,0.714,0.6771,20130646.1718,49.36,48.41,58.79,63.47,54.32,53.5,3402326.1228,-4.748
BCHUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,453.41,453.41,-5e-05,2306932,10461013.847199999,1.63,455.31,442.59,19717551.7018,54.0,51.43,54.09,61.47,54.27,51.56,10386397.0042,0.718
ZBTUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.17116,0.17116,-1e-06,4082668,6976054.8116,-20.06,0.22837,0.16789,19281796.7052,45.91,45.82,37.94,33.63,47.8,62.68,6208028.3356,12.372
IDOLUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.02363,0.02363,0.000481,660716,1561271.908,6.52,0.02436,0.02129,18511357.12,30.44,41.54,44.66,55.65,55.48,51.38,1589616.093,-1.783
AAVEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,97.31,97.31,-3.5e-05,15298614,14893200.729,-0.38999999999999996,98.72,95.61,18098686.2302,58.97,54.82,54.52,53.59,54.83,49.06,14919099.723,-0.174
PRLUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.33044,0.33044,-0.007225,3245086,10683796.6378,-6.460000000000001,0.40671,0.3213,17075431.0266,35.28,39.9,41.62,44.61,60.01,70.12,10828911.3449,-1.34
APEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.1529,0.1529,-0.000302,419179706,6413449.5018,-18.310000000000002,0.1897,0.1522,15916103.42856,35.77,43.56,41.17,41.86,51.54,65.33,6463247.238,-0.77
PUMPUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.001908,0.001908,-5.6e-05,2907616,5541916.096,8.08,0.002034,0.001739,15883771.432,48.27,49.75,52.16,66.11,67.03,55.51,5592329.796,-0.901
BSBUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.86767,0.86767,0.000316,818168,7080507.6888,20.86,0.94101,0.71169,15385658.2616,53.09,48.66,51.65,56.74,63.34,88.67,10193482.6539,-30.539
ZEREBROUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.02133,0.02133,0.000129,72538327,1545791.74837,17.37,0.02168,0.01789,15260876.21242,46.88,62.69,71.64,73.28,71.84,73.18,1546880.9450899998,-0.07
1000BONKUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.006323,0.006323,0.000265,783260,4953806.1959999995,2.52,0.006359,0.006104,14377165.03,49.69,54.85,59.31,62.25,54.34,55.53,5013984.765,-1.2
RIVERUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,6.204,6.204,-4.8e-05,5231943,32291552.196,-3.62,6.474,6.106,14221483.078,30.34,35.31,39.32,38.66,43.75,37.81,32356450.775999997,-0.201
TRXUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.32207,0.32207,-0.00045,544017,17522787.57,-0.4,0.32402,0.32124,14112135.734,38.56,46.13,47.58,39.46,35.74,50.12,17556833.54,-0.194
TAOUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,260.98,260.98,0.000128,8806848,22970901.638399996,4.77,266.5,247.8,13647550.888,32.96,33.87,45.18,59.11,63.81,50.17,22862803.253200002,0.473
USELESSUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.0398,0.0398,0.000184,4858238,1935036.1953999999,0.37,0.04023,0.03843,13463965.3446,50.54,50.69,54.49,54.59,45.65,49.2,1916500.5082999999,0.967
ORCAUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,1.5884,1.5884,-0.001246,7470403,11878687.8103,5.99,1.7945,1.4929,13355829.4318,47.57,48.37,49.35,49.82,58.36,83.28,12086656.989300001,-1.721
LABUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.66783,0.66783,0.000479,1014564,6764808.3828,-2.71,0.74323,0.64695,13317762.3626,44.69,39.89,40.8,44.15,45.42,59.62,6739177.744,0.38
SOONUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.16841,0.16841,0.000231,34997547,5886937.3808699995,-1.58,0.17852,0.16578,12797008.71034,26.14,36.73,39.69,42.52,39.88,52.65,5825848.38696,1.049
TACUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.013765,0.013765,-9e-06,6626728,9113739.0184,29.17,0.015035,0.010277,12697271.0494,49.81,44.69,48.84,61.93,72.14,91.88,9113976.9453,-0.003
CROSSUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.10444,0.10444,6e-06,782741,818668.8119,3.05,0.11054,0.09773,12519691.307,59.28,45.73,43.97,51.64,48.03,59.26,829564.9981,-1.313
TONUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,1.3137,1.3137,-0.000112,22884025,30067320.4475,0.79,1.3209,1.2865,12399183.9268,44.9,50.28,56.63,60.79,49.94,47.94,30136447.3543,-0.229
FARTCOINUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.2086,0.2086,0.000606,45570539,9501457.3815,5.62,0.2106,0.197,11862366.8282,48.11,55.41,57.88,61.47,58.27,56.08,9291668.226,2.258
XMRUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,382.13,382.13,0.000177,7037878,26891028.050199997,0.61,385.36,374.55,11779099.011,61.84,58.37,57.89,53.52,52.3,59.54,26676633.5303,0.804
VELVETUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.10682,0.10682,-0.000114,1431520,1532155.856,-7.17,0.11905,0.10539,10844079.4976,52.53,44.15,34.77,32.74,47.8,61.12,1544314.464,-0.787
HBARUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.08994,0.08994,0.000311,13705376,12326615.1744,0.96,0.09046,0.08815,10816613.8988,38.8,43.21,53.28,57.25,47.4,50.03,12233307.8208,0.763
