symbol,scan_time,price,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_contracts,funding_rate
HUSDT,2026-05-01T07:52:43.432656+00:00,0.19093,7.71,0.19535,0.16506,21256651.6714,52.25,54.48,62.46,63.91,70.16,71.62,9101318.065499999,0.001179
BSBUSDT,2026-05-01T07:52:43.432656+00:00,0.5745,34.38,0.64394,0.4197,21173747.1312,68.9,60.67,46.95,43.21,43.22,57.25,4962766.545,0.000865
AINUSDT,2026-05-01T07:52:43.432656+00:00,0.09379,-1.24,0.09969,0.09033,18281735.9196,31.83,43.3,48.45,46.63,61.17,60.44,3832920.6195,0.000185
AIXBTUSDT,2026-05-01T07:52:43.432656+00:00,0.03084,1.8800000000000001,0.03328,0.02984,17617413.183,61.05,48.15,39.28,47.67,66.37,63.94,1358422.1244,5.5e-05
MOODENGUSDT,2026-05-01T07:52:43.432656+00:00,0.06131,0.5,0.0626,0.05904,16517232.8346,59.66,43.8,46.84,54.89,55.86,56.09,4000231.6469,0.000443
VIRTUALUSDT,2026-05-01T07:52:43.432656+00:00,0.6948,0.06999999999999999,0.7077,0.6822,16468024.7178,63.04,42.64,43.71,48.67,51.58,49.05,3190365.9647999997,0.000206
ASTERUSDT,2026-05-01T07:52:43.432656+00:00,0.65436,-0.6799999999999999,0.66055,0.64961,16334643.26092,61.23,64.74,54.79,45.12,45.76,43.55,32500694.896320004,-3.4e-05
MUSDT,2026-05-01T07:52:43.432656+00:00,3.16696,-5.76,3.56112,3.14851,16122690.7794,46.77,51.55,44.03,33.71,31.11,43.79,16328402.3856,0.000176
AAVEUSDT,2026-05-01T07:52:43.432656+00:00,92.45,-0.42,94.27,92.17,14260023.2706,49.68,37.96,33.4,40.03,41.51,41.27,12806516.9895,-9.1e-05
XLMUSDT,2026-05-01T07:52:43.432656+00:00,0.15887,-0.96,0.16087,0.15826,14115122.5212,46.26,38.15,41.49,42.2,33.79,39.97,9635843.6106,2.8e-05
BCHUSDT,2026-05-01T07:52:43.432656+00:00,443.68,-0.4,447.11,440.49,13743205.283,66.77,54.83,53.48,46.32,39.96,42.58,14855954.8432,0.000223
GIGGLEUSDT,2026-05-01T07:52:43.432656+00:00,29.95,-6.4,32.45,29.77,13670437.7052,44.56,32.22,26.52,25.38,33.47,43.42,2428367.564,-0.000246
SOONUSDT,2026-05-01T07:52:43.432656+00:00,0.16843,0.08,0.17389,0.16325,13352432.55666,67.1,49.74,47.89,51.39,45.04,49.73,3912837.9216299998,9.2e-05
TRXUSDT,2026-05-01T07:52:43.432656+00:00,0.32643,0.62,0.32753,0.32438,12507469.754,41.59,54.11,50.69,56.42,56.68,55.02,18832562.775,0.000107
TACUSDT,2026-05-01T07:52:43.432656+00:00,0.017639,13.200000000000001,0.024545,0.014825,11894493.0258,23.53,27.51,36.82,49.84,59.67,71.34,10609435.163999999,0.00041
APEUSDT,2026-05-01T07:52:43.432656+00:00,0.1575,0.25,0.167,0.1513,11887482.9264,38.07,46.53,40.95,49.01,51.11,55.75,8393698.70325,-0.001368
1000BONKUSDT,2026-05-01T07:52:43.432656+00:00,0.0062175,0.24,0.006301,0.006121,11723162.46,64.46,44.58,43.63,46.75,48.96,49.17,4846852.125,0.000138
ORCAUSDT,2026-05-01T07:52:43.432656+00:00,1.8965,22.27,2.2695,1.4809,11287566.9466,36.46,45.42,47.14,58.07,59.84,84.19,13055727.8905,-0.000274
USELESSUSDT,2026-05-01T07:52:43.432656+00:00,0.03841,1.26,0.03878,0.0372,11285423.3644,64.02,54.4,53.55,52.03,42.32,43.15,1570973.2251,-0.000143
CUSDT,2026-05-01T07:52:43.432656+00:00,0.0774,5.29,0.07969,0.07327,11217549.7806,44.59,37.44,42.91,61.12,53.1,49.06,4184380.224,-8e-05
BASUSDT,2026-05-01T07:52:43.432656+00:00,0.017026,13.65,0.017114,0.014289,11095684.7366,61.43,66.48,73.5,75.87,61.7,63.31,1605758.4956399999,0.00013
TONUSDT,2026-05-01T07:52:43.432656+00:00,1.3432,2.19,1.3547,1.3021,10663006.6262,60.14,59.35,58.27,60.64,55.72,50.09,34137394.42,5.6e-05
TAOUSDT,2026-05-01T07:52:43.432656+00:00,255.8,1.9900000000000002,255.7,247.0,10304119.578,69.15,63.26,69.0,67.38,53.1,43.33,27605626.482000005,9.5e-05
CLUSDT,2026-05-01T07:52:43.432656+00:00,104.898,-2.86,108.75,102.712,10104059.99292,50.53,48.43,46.25,49.86,62.0,58.16,10157283.8298,-0.001058
ZBTUSDT,2026-05-01T07:52:43.432656+00:00,0.18671,3.83,0.20055,0.16936,9967708.6254,51.62,41.68,44.82,52.25,54.34,60.98,9157742.7445,0.000292
WIFUSDT,2026-05-01T07:52:43.432656+00:00,0.1853,1.8599999999999999,0.1912,0.1795,9506787.164,48.74,40.44,40.88,50.52,55.92,47.76,13031320.708999999,-2.8e-05
HBARUSDT,2026-05-01T07:52:43.432656+00:00,0.08793,-0.5,0.08881,0.08729,9356249.8532,65.4,47.89,47.79,44.1,38.31,42.51,11427474.2472,-6.6e-05
CROSSUSDT,2026-05-01T07:52:43.432656+00:00,0.10388,-3.4000000000000004,0.10913,0.09791,9297750.6806,38.77,44.03,53.31,55.43,46.86,55.13,676028.1864,-0.000636
BIOUSDT,2026-05-01T07:52:43.432656+00:00,0.04057,-9.92,0.04542,0.03885,9276314.07684,52.69,44.66,43.4,47.29,61.29,64.37,9543635.19496,-9e-05
VELVETUSDT,2026-05-01T07:52:43.432656+00:00,0.10899,-2.92,0.11838,0.10822,8883105.8414,42.28,32.54,31.26,33.64,45.8,57.86,1701399.294,0.000717
XMRUSDT,2026-05-01T07:52:43.432656+00:00,384.12,1.04,385.11,374.02,8767860.785,74.72,63.6,61.69,59.66,54.03,57.45,26567982.4608,0.000238
TIAUSDT,2026-05-01T07:52:43.432656+00:00,0.3562,-1.81,0.3655,0.348,7585803.5026,57.24,53.45,52.16,49.13,48.25,49.61,3202662.5904,0.000105
UBUSDT,2026-05-01T07:52:43.432656+00:00,0.0713553,0.5599999999999999,0.0770499,0.0548337,7488224.22036,52.67,56.23,55.6,54.07,69.66,69.95,7021639.80567,0.000278
LABUSDT,2026-05-01T07:52:43.432656+00:00,0.67079,-0.16999999999999998,0.73619,0.65918,7302636.3836,35.5,33.32,31.98,44.57,46.3,54.36,7569321.8101,0.000379
FARTCOINUSDT,2026-05-01T07:52:43.432656+00:00,0.202,0.19,0.2042,0.1956,7171825.2414,62.49,53.73,54.05,53.23,49.48,49.16,7908585.83,0.000159
PAXGUSDT,2026-05-01T07:52:43.432656+00:00,4576.87,-0.29,4637.44,4575.62,7098522.81226,31.95,21.57,20.94,39.84,46.06,37.17,49106304.640709996,-4e-05
BNBUSDT,2026-05-01T07:52:43.432656+00:00,617.39,-0.08,621.33,613.31,7069244.7364,59.88,51.79,48.43,46.89,39.06,44.02,22972464.509999998,4e-06
CHIPUSDT,2026-05-01T07:52:43.432656+00:00,0.0631,-5.140000000000001,0.0677,0.06139,6847010.066,49.89,59.97,49.53,41.48,38.3,47.82,8010866.8100000005,-0.00026
LUNCUSDT,2026-05-01T07:52:43.432656+00:00,7.5e-05,7.180000000000001,7.7612e-05,6.92e-05,6766601.023888,45.57,45.31,46.73,58.92,65.92,81.87,9112729.424999999,-0.000558
OPGUSDT,2026-05-01T07:52:43.432656+00:00,0.2441,0.6,0.24605,0.21392,6738299.2596,59.83,65.61,61.49,52.22,50.43,,2330200.569,-0.001213
BLENDUSDT,2026-05-01T07:52:43.432656+00:00,0.1195,-21.41,0.15274,0.11582,6484574.123,44.05,33.46,28.07,25.76,,,1747189.1849999998,-0.001185
WLDUSDT,2026-05-01T07:52:43.432656+00:00,0.24,-2.5100000000000002,0.2466,0.2384,6104915.2018,51.06,41.98,33.98,32.97,36.13,34.22,8638823.76,0.000138
SUIUSDT,2026-05-01T07:52:43.432656+00:00,0.9161,0.8099999999999999,0.9209,0.9012,6004052.6946,73.45,53.84,53.07,54.57,44.99,41.83,76628938.83150001,7.2e-05
RAYUSDT,2026-05-01T07:52:43.432656+00:00,0.8318,7.249999999999999,0.8413,0.7534,5980516.3546,42.61,56.39,63.45,69.57,64.69,63.63,2373592.8715999997,0.00034
LINKUSDT,2026-05-01T07:52:43.432656+00:00,9.157,0.31,9.21,9.082,5891150.7474,65.73,50.56,50.08,49.52,42.84,45.73,25657464.391300004,-3.2e-05
MEGAUSDT,2026-05-01T07:52:43.432656+00:00,0.14972,-23.200000000000003,0.21212,0.14346,5859542.5502,35.1,39.41,32.24,35.52,41.35,50.26,3046270.494,-3.8e-05
ETHFIUSDT,2026-05-01T07:52:43.432656+00:00,0.4107,0.44,0.4181,0.4061,5857474.7838,70.62,46.81,41.47,44.11,37.99,35.77,1692683.2113,0.000225
SPXUSDT,2026-05-01T07:52:43.432656+00:00,0.3724,1.52,0.3776,0.3551,5638093.0686,54.65,45.65,51.25,55.57,50.36,53.72,6552117.32,0.000439
LDOUSDT,2026-05-01T07:52:43.432656+00:00,0.3685,-1.0999999999999999,0.3757,0.3626,5458035.4434,64.96,55.8,49.85,43.01,39.6,47.28,3237486.8564500003,-0.000128
SUSDT,2026-05-01T07:52:43.432656+00:00,0.04325,-1.5,0.044,0.04229,5203440.22804,75.99,51.32,44.7,41.44,37.68,45.36,2382612.70075,-3e-06
KAITOUSDT,2026-05-01T07:52:43.432656+00:00,0.4642,1.7000000000000002,0.4749,0.445,5187640.5158,59.16,54.33,54.33,57.43,67.0,58.44,2121187.431,0.000206
GENIUSUSDT,2026-05-01T07:52:43.432656+00:00,0.52802,23.39,0.55006,0.40565,5158723.2002,38.03,44.57,50.32,70.13,54.7,20.93,1953108.4905800002,0.000587
BTCUSDT,2026-05-01T11:42:28.498555+00:00,77360.62,1.68,77589.9,75867.0,376598942.5122,49.42,53.13,57.63,67.44,55.0,56.09,2075880023.84096,-5.9e-05
ETHUSDT,2026-05-01T11:42:28.498555+00:00,2285.77,0.86,2295.67,2245.35,188133782.1638,53.64,53.43,53.98,60.15,47.78,48.38,653251076.8926,6.8e-05
SKYAIUSDT,2026-05-01T11:42:28.498555+00:00,0.38568,20.39,0.38966,0.31425,91675645.1482,38.68,49.81,58.31,71.73,84.45,80.28,16036651.536,0.001005
SOLUSDT,2026-05-01T11:42:28.498555+00:00,83.909,0.8699999999999999,84.4,82.683,60162573.3876,45.48,45.76,48.71,57.63,47.82,43.67,301010279.878,0.0001
ZECUSDT,2026-05-01T11:42:28.498555+00:00,348.91,4.81,356.83,331.93,36904272.653,24.44,36.0,48.74,60.25,58.09,55.52,52467526.1723,-1e-06
DOGEUSDT,2026-05-01T11:42:28.498555+00:00,0.10884,2.73,0.10984,0.10542,36509636.904,50.54,64.16,60.58,59.72,62.03,66.91,104907839.36400001,-4.3e-05
HYPEUSDT,2026-05-01T11:42:28.498555+00:00,40.594,4.390000000000001,40.927,38.741,35638056.5856,49.53,46.79,56.23,63.59,53.77,46.75,64880813.765200004,3.4e-05
PEPEUSDT,2026-05-01T11:42:28.498555+00:00,3.9135e-06,0.2,3.9855e-06,3.8367e-06,34567371.228104,35.53,44.23,46.25,51.97,50.99,54.2,37371082.85976,0.000166
RAVEUSDT,2026-05-01T11:42:28.498555+00:00,0.65779,-10.41,0.75464,0.63793,32197254.357,44.86,49.88,43.56,22.91,29.68,42.66,30909039.0238,-0.000236
ZEREBROUSDT,2026-05-01T11:42:28.498555+00:00,0.03541,53.22,0.04087,0.02455,30564250.42026,33.19,53.63,60.97,74.54,78.17,85.89,3360899.03899,-0.00058
RIVERUSDT,2026-05-01T11:42:28.498555+00:00,6.588,0.19,7.331,5.98,27324661.38,52.18,53.08,59.04,53.1,50.94,35.24,33692132.196,3.8e-05
FILUSDT,2026-05-01T11:42:28.498555+00:00,0.9186,-0.64,0.9392,0.9118,23954690.40266,36.18,43.99,39.28,44.6,47.27,49.34,9943919.95776,-4.5e-05
ADAUSDT,2026-05-01T11:42:28.498555+00:00,0.24745,0.44999999999999996,0.25039,0.24476,23620664.2366,29.81,38.48,40.79,52.5,51.22,45.58,41713458.136,7.6e-05
PENGUUSDT,2026-05-01T11:42:28.498555+00:00,0.009904,3.36,0.010206,0.009489,22897377.42476,42.95,48.67,47.61,48.85,54.67,69.41,14639882.63712,-1.5e-05
XRPUSDT,2026-05-01T11:42:28.498555+00:00,1.37567,0.3,1.38078,1.36241,22665500.5452,37.32,45.87,51.73,54.84,42.77,42.49,140794046.686,3e-05
HUSDT,2026-05-01T11:42:28.498555+00:00,0.19227,10.05,0.19535,0.16611,21255627.9734,57.87,59.06,60.31,62.82,68.35,71.62,9795568.1538,0.001334
AIXBTUSDT,2026-05-01T11:42:28.498555+00:00,0.03002,-1.82,0.03328,0.02984,17990115.6564,18.64,27.23,34.15,45.12,55.99,63.94,1455223.1024,7.3e-05
AINUSDT,2026-05-01T11:42:28.498555+00:00,0.09095,-4.65,0.09969,0.0892,17927423.9582,60.86,38.33,31.68,35.25,54.78,60.44,3786964.2765,0.000225
VIRTUALUSDT,2026-05-01T11:42:28.498555+00:00,0.6965,0.38,0.7077,0.6822,17280596.7518,34.43,43.23,49.72,54.35,51.13,49.05,3301972.772,5.8e-05
BSBUSDT,2026-05-01T11:42:28.498555+00:00,0.51799,-10.15,0.64394,0.5062,16937269.1448,40.25,32.69,29.8,34.56,42.59,57.25,4181671.1111999997,0.000368
ASTERUSDT,2026-05-01T11:42:28.498555+00:00,0.65622,-0.13,0.66014,0.64961,15833700.69608,46.47,60.83,60.01,53.38,47.84,43.55,32652703.98672,0.000106
MUSDT,2026-05-01T11:42:28.498555+00:00,3.09883,-9.520000000000001,3.44914,3.07806,15474756.9852,35.92,37.11,31.92,30.95,30.7,43.79,15900902.4258,-0.00013
MOODENGUSDT,2026-05-01T11:42:28.498555+00:00,0.06079,1.08,0.0626,0.05904,15030694.9848,40.41,45.02,44.44,52.65,52.9,56.09,4002388.0681999996,-0.000137
BCHUSDT,2026-05-01T11:42:28.498555+00:00,442.67,-0.53,445.93,440.49,15003162.693,36.67,40.24,44.19,47.56,38.01,42.58,13595874.2178,0.000156
XLMUSDT,2026-05-01T11:42:28.498555+00:00,0.15915,0.08,0.16075,0.15826,13939775.502,37.06,43.03,47.79,48.13,31.65,39.97,9487474.2015,-4.5e-05
SOONUSDT,2026-05-01T11:42:28.498555+00:00,0.17212,2.76,0.17389,0.16325,13936581.4174,71.34,66.57,62.24,59.95,48.11,49.73,4210019.0548,0.000817
AAVEUSDT,2026-05-01T11:42:28.498555+00:00,92.63,-0.06,94.27,91.88,13901362.8258,52.69,53.33,48.16,44.23,38.81,41.27,13195562.187599998,-4.9e-05
TAOUSDT,2026-05-01T11:42:28.498555+00:00,262.1,5.12,265.1,247.0,13447788.138,24.53,51.33,81.93,84.29,63.82,48.27,26699432.435000002,0.000134
GIGGLEUSDT,2026-05-01T11:42:28.498555+00:00,29.79,-5.93,32.45,29.61,13191606.2638,27.73,35.6,35.88,26.42,29.75,43.42,2388056.6637,-0.00066
TRXUSDT,2026-05-01T11:42:28.498555+00:00,0.32613,0.13999999999999999,0.32753,0.32528,12612119.7,71.28,51.51,45.52,49.18,56.59,55.02,18576430.025999997,9.1e-05
ORCAUSDT,2026-05-01T11:42:28.498555+00:00,1.9452,25.790000000000003,2.2695,1.4809,12016734.7846,61.51,54.83,51.67,57.66,58.96,84.19,13041784.0296,-0.00032
TACUSDT,2026-05-01T11:42:28.498555+00:00,0.017182,5.11,0.024545,0.015895,11911038.1736,25.87,32.35,39.37,52.29,63.19,76.34,10114990.1358,0.000416
TONUSDT,2026-05-01T11:42:28.498555+00:00,1.3416,2.77,1.3567,1.3021,11380295.5906,22.37,32.86,47.98,67.64,59.7,50.35,30564681.357599996,-3e-05
BASUSDT,2026-05-01T11:42:28.498555+00:00,0.017028,14.299999999999999,0.017448,0.014289,11198866.77838,30.86,48.29,68.58,75.25,63.26,64.06,1607678.6972400001,0.001103
1000BONKUSDT,2026-05-01T11:42:28.498555+00:00,0.0061851,-0.69,0.006287,0.006121,11197635.916,30.07,41.3,40.79,47.65,47.52,49.17,4919325.4701,0.000168
CUSDT,2026-05-01T11:42:28.498555+00:00,0.07729,4.6,0.07969,0.07395,11062704.7394,30.95,38.71,46.82,57.56,51.04,49.06,4128513.3652,-0.000206
APEUSDT,2026-05-01T11:42:28.498555+00:00,0.1567,2.21,0.167,0.1513,10412163.51086,34.01,39.74,43.07,49.04,50.93,55.75,9308573.2662,-0.000891
USELESSUSDT,2026-05-01T11:42:28.498555+00:00,0.03837,2.12,0.039,0.0372,10311924.4768,34.13,39.36,49.65,55.77,45.27,43.58,1489879.0899,-0.000569
ZBTUSDT,2026-05-01T11:42:28.498555+00:00,0.19531,13.91,0.20055,0.16936,10208593.4112,54.93,71.44,62.97,59.7,52.65,60.98,9649312.0341,0.000257
UBUSDT,2026-05-01T11:42:28.498555+00:00,0.101594,47.44,0.1335658,0.0548337,10022886.4964,64.19,53.53,59.17,63.81,89.11,83.03,9612326.4694,-0.000637
XMRUSDT,2026-05-01T11:42:28.498555+00:00,382.37,0.7100000000000001,387.96,374.02,9773546.3404,59.03,49.42,46.87,51.51,58.03,58.56,26538301.904900003,0.000122
CLUSDT,2026-05-01T11:42:28.498555+00:00,104.162,0.43,106.549,103.309,9748740.54978,38.05,21.88,34.76,43.6,59.89,58.16,11424043.38826,-0.00106
CROSSUSDT,2026-05-01T11:42:28.498555+00:00,0.1004,-4.32,0.10591,0.09791,9440484.8816,59.61,36.85,31.59,41.98,43.83,55.13,655311.804,-0.000521
VELVETUSDT,2026-05-01T11:42:28.498555+00:00,0.10802,-7.99,0.11787,0.10632,8896464.8134,56.5,45.22,34.22,30.35,45.02,57.86,1698133.811,-3.5e-05
HBARUSDT,2026-05-01T11:42:28.498555+00:00,0.08756,-0.65,0.08868,0.08729,8638931.4084,27.84,38.05,41.69,45.31,37.77,42.51,11431952.6816,0.00014
WIFUSDT,2026-05-01T11:42:28.498555+00:00,0.1862,2.59,0.1912,0.1795,8121491.956,42.9,48.6,50.51,53.21,53.72,47.76,12824632.996000001,0.000242
LABUSDT,2026-05-01T11:42:28.498555+00:00,0.69677,1.8399999999999999,0.73619,0.65918,7266880.6536,41.29,50.77,54.54,58.64,49.52,55.0,7955838.3109,0.000256
BIOUSDT,2026-05-01T11:42:28.498555+00:00,0.03954,-7.9399999999999995,0.04416,0.03885,7232605.3051,59.23,41.3,38.53,45.04,58.17,64.37,9310405.27356,-7.7e-05
FARTCOINUSDT,2026-05-01T11:42:28.498555+00:00,0.2022,0.79,0.2042,0.1956,6975353.2672,39.97,48.78,54.68,58.85,50.25,49.16,7949329.4202,9.3e-05
BNBUSDT,2026-05-01T11:42:28.498555+00:00,618.27,0.36,621.33,613.31,6802143.9784,58.59,58.82,54.18,51.87,40.26,44.02,22881134.0064,6.2e-05
PAXGUSDT,2026-05-01T11:42:28.498555+00:00,4573.88,-1.0699999999999998,4636.8,4557.33,6763404.89934,62.09,62.43,43.6,35.78,35.72,37.17,49249541.05444,-0.000104
CHIPUSDT,2026-05-01T11:42:28.498555+00:00,0.06175,-4.8,0.06556,0.06139,6637671.508,35.23,35.69,36.83,37.18,36.65,47.82,7681607.375,-0.00015
OPGUSDT,2026-05-01T11:42:28.498555+00:00,0.24626,5.13,0.25703,0.21392,6574545.1602,43.88,38.56,51.8,60.03,53.92,,3171319.0418000002,-0.000815
TIAUSDT,2026-05-01T11:42:28.498555+00:00,0.3549,-1.82,0.3618,0.348,6290905.2766,36.17,44.68,50.18,52.18,46.74,49.61,3223392.3813,-3.1e-05
BRUSDT,2026-05-01T11:42:28.498555+00:00,0.18973,107.80000000000001,0.20716,0.09047,6233972.247,41.68,49.42,56.92,66.23,86.13,63.35,3649930.875,-0.000915
LUNCUSDT,2026-05-01T11:42:28.498555+00:00,7.555e-05,6.12,7.7612e-05,7.074e-05,6227669.106542,51.17,54.83,53.66,55.92,65.41,81.87,9426164.453149999,-0.000595
BLENDUSDT,2026-05-01T11:42:28.498555+00:00,0.11692,-15.76,0.1415,0.11412,5962727.4312,31.37,37.7,41.08,29.2,,,1905404.318,-0.00112
WLDUSDT,2026-05-01T11:42:28.498555+00:00,0.2368,-2.5,0.2466,0.2359,5906395.6386,19.21,30.13,31.91,31.34,32.37,34.22,8825092.7104,-8.1e-05
LINKUSDT,2026-05-01T11:42:28.498555+00:00,9.137,0.03,9.21,9.082,5848661.6528,40.72,42.92,45.35,51.12,43.84,45.73,25153360.598800004,0.000113
SPXUSDT,2026-05-01T11:42:28.498555+00:00,0.368,0.6,0.3776,0.3551,5841915.147,33.18,30.78,37.59,54.61,48.53,53.72,6353257.984,-3.6e-05
RAYUSDT,2026-05-01T11:42:28.498555+00:00,0.8352,9.81,0.8554,0.7534,5728779.5088,37.45,35.52,51.66,72.84,66.97,64.68,2205634.5792,-5.4e-05
ETHFIUSDT,2026-05-01T11:42:28.498555+00:00,0.411,0.19,0.4181,0.4061,5698935.3518,36.68,49.17,51.83,50.94,36.32,35.77,1767393.7079999999,0.000205
IDOLUSDT,2026-05-01T11:42:28.498555+00:00,0.02275,-0.48,0.02294,0.02237,5607523.384,61.64,64.07,58.07,47.54,40.05,44.08,1406045.55,-0.001407
SUIUSDT,2026-05-01T11:42:28.498555+00:00,0.912,0.9199999999999999,0.9209,0.9012,5605221.2386,37.06,44.4,47.28,53.42,43.68,41.83,76249452.672,0.000125
GENIUSUSDT,2026-05-01T11:42:28.498555+00:00,0.52148,18.44,0.55006,0.41478,5069350.07172,63.75,53.43,47.29,56.25,53.59,20.93,1909330.18464,0.000562
BTCUSDT,2026-05-01T14:43:04.989391+00:00,78142.32,2.4,78903.6,76099.0,446872944.0392,31.67,46.53,59.17,79.52,64.59,59.9,2162554401.52152,-9.6e-05
ETHUSDT,2026-05-01T14:43:04.989391+00:00,2304.81,2.1999999999999997,2325.14,2251.14,208852341.2838,35.5,45.37,57.52,72.75,55.96,50.68,609645546.6291,-7e-06
SKYAIUSDT,2026-05-01T14:43:04.989391+00:00,0.35884,10.43,0.39568,0.32309,110259715.9702,25.4,38.43,47.88,66.76,85.09,80.62,8915067.609199999,0.001787
SOLUSDT,2026-05-01T14:43:04.989391+00:00,84.152,1.44,84.839,82.778,65165744.475,43.49,40.36,46.45,63.16,52.06,44.92,290450829.96480006,8.5e-05
DOGEUSDT,2026-05-01T14:43:04.989391+00:00,0.10953,2.85,0.11049,0.10542,38015695.078,51.58,50.62,58.03,61.11,64.64,67.6,102297690.288,-2.5e-05
ZECUSDT,2026-05-01T14:43:04.989391+00:00,348.38,3.9800000000000004,356.83,334.37,36685012.951,44.37,34.26,43.8,58.51,57.59,55.52,53355706.908800006,-2.4e-05
HYPEUSDT,2026-05-01T14:43:04.989391+00:00,40.799,4.34,41.076,38.947,36117434.2248,55.74,46.02,52.66,64.32,55.2,47.47,67682721.7891,-0.000122
PEPEUSDT,2026-05-01T14:43:04.989391+00:00,3.9911e-06,3.1199999999999997,3.9978e-06,3.8475e-06,35355227.999312,55.97,59.63,66.94,62.32,55.12,54.57,29993909.132459998,4.4e-05
ZEREBROUSDT,2026-05-01T14:43:04.989391+00:00,0.03435,36.68,0.04087,0.02463,34376912.66082,38.03,55.6,53.93,58.96,66.37,85.89,3535832.6388,-0.001503
RAVEUSDT,2026-05-01T14:43:04.989391+00:00,0.67652,-8.51,0.748,0.63793,31520657.9668,49.53,58.93,60.24,42.17,27.64,42.66,31515406.8268,0.000622
XRPUSDT,2026-05-01T14:43:04.989391+00:00,1.39132,1.66,1.39969,1.36266,27106776.1522,45.05,51.82,62.21,70.82,53.89,46.16,119135128.08119999,-4.9e-05
RIVERUSDT,2026-05-01T14:43:04.989391+00:00,6.636,-8.18,7.331,5.98,25236583.442,62.09,51.85,53.09,56.34,52.67,35.57,33924725.1,0.000358
ADAUSDT,2026-05-01T14:43:04.989391+00:00,0.24985,1.7000000000000002,0.25117,0.24531,25128973.0808,49.38,52.3,56.38,61.63,55.09,46.29,41241150.453999996,6.1e-05
FILUSDT,2026-05-01T14:43:04.989391+00:00,0.9294,0.67,0.9392,0.9118,23691517.68116,45.27,49.81,59.61,57.8,50.58,49.34,9874021.3461,-0.000116
PENGUUSDT,2026-05-01T14:43:04.989391+00:00,0.00997,1.78,0.010206,0.009746,22369597.25262,42.31,40.19,48.17,54.06,54.47,69.41,15557528.7746,5e-05
HUSDT,2026-05-01T14:43:04.989391+00:00,0.1925,11.200000000000001,0.19702,0.17018,21598437.196,64.49,54.12,51.31,58.33,71.16,71.97,10483447.975,0.000936
AIXBTUSDT,2026-05-01T14:43:04.989391+00:00,0.0306,0.9900000000000001,0.03328,0.02984,18176790.7776,49.33,53.03,55.01,48.25,54.91,63.94,1478680.128,-0.000235
